FIPS,State,Area_Name,Type
51183,VA,Sussex County,state
51185,VA,Tazewell County,state
51187,VA,Warren County,state
51191,VA,Washington County,state
51193,VA,Westmoreland County,state
51195,VA,Wise County,state
51197,VA,Wythe County,state
51199,VA,York County,state
51510,VA,Alexandria city,state
51515,VA,Bedford city,state
51520,VA,Bristol city,state
51530,VA,Buena Vista city,state
51540,VA,Charlottesville city,state
51550,VA,Chesapeake city,state
51560,VA,Clifton Forge city,state
51570,VA,Colonial Heights city,state
51580,VA,Covington city,state
51590,VA,Danville city,state
51595,VA,Emporia city,state
51600,VA,Fairfax city,state
51610,VA,Falls Church city,state
51620,VA,Franklin city,state
51630,VA,Fredericksburg city,state
51640,VA,Galax city,state
51650,VA,Hampton city,state
51660,VA,Harrisonburg city,state
51670,VA,Hopewell city,state
51678,VA,Lexington city,state
51680,VA,Lynchburg city,state
51683,VA,Manassas city,state
51685,VA,Manassas Park city,state
51690,VA,Martinsville city,state
51700,VA,Newport News city,state
51710,VA,Norfolk city,state
51720,VA,Norton city,state
51730,VA,Petersburg city,state
51735,VA,Poquoson city,state
51740,VA,Portsmouth city,state
51750,VA,Radford city,state
51760,VA,Richmond city,state
51770,VA,Roanoke city,state
51775,VA,Salem city,state
51790,VA,Staunton city,state
51800,VA,Suffolk city,state
51810,VA,Virginia Beach city,state
51820,VA,Waynesboro city,state
51830,VA,Williamsburg city,state
51840,VA,Winchester city,state
53000,WA,Washington,state
53001,WA,Adams County,state
53003,WA,Asotin County,state
53005,WA,Benton County,state
53007,WA,Chelan County,state
53009,WA,Clallam County,state
53011,WA,Clark County,state
53013,WA,Columbia County,state
53015,WA,Cowlitz County,state
53017,WA,Douglas County,state
53019,WA,Ferry County,state
53021,WA,Franklin County,state
53023,WA,Garfield County,state
53025,WA,Grant County,state
53027,WA,Grays Harbor County,state
53029,WA,Island County,state
53031,WA,Jefferson County,state
53033,WA,King County,state
53035,WA,Kitsap County,state
53037,WA,Kittitas County,state
53039,WA,Klickitat County,state
53041,WA,Lewis County,state
53043,WA,Lincoln County,state
53045,WA,Mason County,state
53047,WA,Okanogan County,state
53049,WA,Pacific County,state
53051,WA,Pend Oreille County,state
53053,WA,Pierce County,state
53055,WA,San Juan County,state
53057,WA,Skagit County,state
53059,WA,Skamania County,state
53061,WA,Snohomish County,state
53063,WA,Spokane County,state
53065,WA,Stevens County,state
53067,WA,Thurston County,state
53069,WA,Wahkiakum County,state
53071,WA,Walla Walla County,state
53073,WA,Whatcom County,state
53075,WA,Whitman County,state
53077,WA,Yakima County,state
54000,WV,West Virginia,state
54001,WV,Barbour County,state
54003,WV,Berkeley County,state
54005,WV,Boone County,state
54007,WV,Braxton County,state
54009,WV,Brooke County,state
54011,WV,Cabell County,state
54013,WV,Calhoun County,state
54015,WV,Clay County,state
54017,WV,Doddridge County,state
54019,WV,Fayette County,state
54021,WV,Gilmer County,state
54023,WV,Grant County,state
54025,WV,Greenbrier County,state
54027,WV,Hampshire County,state
54029,WV,Hancock County,state
54031,WV,Hardy County,state
54033,WV,Harrison County,state
54035,WV,Jackson County,state
54037,WV,Jefferson County,state
54039,WV,Kanawha County,state
54041,WV,Lewis County,state
54043,WV,Lincoln County,state
54045,WV,Logan County,state
54047,WV,McDowell County,state
54049,WV,Marion County,state
54051,WV,Marshall County,state
54053,WV,Mason County,state
54055,WV,Mercer County,state
54057,WV,Mineral County,state
54059,WV,Mingo County,state
54061,WV,Monongalia County,state
54063,WV,Monroe County,state
54065,WV,Morgan County,state
54067,WV,Nicholas County,state
54069,WV,Ohio County,state
54071,WV,Pendleton County,state
54073,WV,Pleasants County,state
54075,WV,Pocahontas County,state
54077,WV,Preston County,state
54079,WV,Putnam County,state
54081,WV,Raleigh County,state
54083,WV,Randolph County,state
54085,WV,Ritchie County,state
54087,WV,Roane County,state
54089,WV,Summers County,state
54091,WV,Taylor County,state
54093,WV,Tucker County,state
54095,WV,Tyler County,state
54097,WV,Upshur County,state
54099,WV,Wayne County,state
54101,WV,Webster County,state
54103,WV,Wetzel County,state
54105,WV,Wirt County,state
54107,WV,Wood County,state
54109,WV,Wyoming County,state
55000,WI,Wisconsin,state
55001,WI,Adams County,state
55003,WI,Ashland County,state
55005,WI,Barron County,state
55007,WI,Bayfield County,state
55009,WI,Brown County,state
55011,WI,Buffalo County,state
55013,WI,Burnett County,state
55015,WI,Calumet County,state
55017,WI,Chippewa County,state
55019,WI,Clark County,state
55021,WI,Columbia County,state
55023,WI,Crawford County,state
55025,WI,Dane County,state
55027,WI,Dodge County,state
55029,WI,Door County,state
55031,WI,Douglas County,state
55033,WI,Dunn County,state
55035,WI,Eau Claire County,state
55037,WI,Florence County,state
55039,WI,Fond du Lac County,state
55041,WI,Forest County,state
55043,WI,Grant County,state
55045,WI,Green County,state
55047,WI,Green Lake County,state
55049,WI,Iowa County,state
55051,WI,Iron County,state
55053,WI,Jackson County,state
55055,WI,Jefferson County,state
55057,WI,Juneau County,state
55059,WI,Kenosha County,state
55061,WI,Kewaunee County,state
55063,WI,La Crosse County,state
55065,WI,Lafayette County,state
55067,WI,Langlade County,state
55069,WI,Lincoln County,state
55071,WI,Manitowoc County,state
55073,WI,Marathon County,state
55075,WI,Marinette County,state
55077,WI,Marquette County,state
55078,WI,Menominee County,state
55079,WI,Milwaukee County,state
55081,WI,Monroe County,state
55083,WI,Oconto County,state
55085,WI,Oneida County,state
55087,WI,Outagamie County,state
55089,WI,Ozaukee County,state
55091,WI,Pepin County,state
55093,WI,Pierce County,state
55095,WI,Polk County,state
55097,WI,Portage County,state
55099,WI,Price County,state
55101,WI,Racine County,state
55103,WI,Richland County,state
55105,WI,Rock County,state
55107,WI,Rusk County,state
55109,WI,St. Croix County,state
55111,WI,Sauk County,state
55113,WI,Sawyer County,state
55115,WI,Shawano County,state
55117,WI,Sheboygan County,state
55119,WI,Taylor County,state
55121,WI,Trempealeau County,state
55123,WI,Vernon County,state
55125,WI,Vilas County,state
55127,WI,Walworth County,state
55129,WI,Washburn County,state
55131,WI,Washington County,state
55133,WI,Waukesha County,state
55135,WI,Waupaca County,state
55137,WI,Waushara County,state
55139,WI,Winnebago County,state
55141,WI,Wood County,state
56000,WY,Wyoming,state
56001,WY,Albany County,state
56003,WY,Big Horn County,state
56005,WY,Campbell County,state
56007,WY,Carbon County,state
56009,WY,Converse County,state
56011,WY,Crook County,state
56013,WY,Fremont County,state
56015,WY,Goshen County,state
56017,WY,Hot Springs County,state
56019,WY,Johnson County,state
56021,WY,Laramie County,state
56023,WY,Lincoln County,state
56025,WY,Natrona County,state
56027,WY,Niobrara County,state
56029,WY,Park County,state
56031,WY,Platte County,state
56033,WY,Sheridan County,state
56035,WY,Sublette County,state
56037,WY,Sweetwater County,state
56039,WY,Teton County,state
56041,WY,Uinta County,state
56043,WY,Washakie County,state
56045,WY,Weston County,state
72000,PR,Puerto Rico,commonwealth
72001,PR,Adjuntas Municipio,commonwealth
72003,PR,Aguada Municipio,commonwealth
72005,PR,Aguadilla Municipio,commonwealth
72007,PR,Aguas Buenas Municipio,commonwealth
72009,PR,Aibonito Municipio,commonwealth
72011,PR,Añasco Municipio,commonwealth
72013,PR,Arecibo Municipio,commonwealth
72015,PR,Arroyo Municipio,commonwealth
72017,PR,Barceloneta Municipio,commonwealth
72019,PR,Barranquitas Municipio,commonwealth
72021,PR,Bayamón Municipio,commonwealth
72023,PR,Cabo Rojo Municipio,commonwealth
72025,PR,Caguas Municipio,commonwealth
72027,PR,Camuy Municipio,commonwealth
72029,PR,Canóvanas Municipio,commonwealth
72031,PR,Carolina Municipio,commonwealth
72033,PR,Cataño Municipio,commonwealth
72035,PR,Cayey Municipio,commonwealth
72037,PR,Ceiba Municipio,commonwealth
72039,PR,Ciales Municipio,commonwealth
72041,PR,Cidra Municipio,commonwealth
72043,PR,Coamo Municipio,commonwealth
72045,PR,Comerío Municipio,commonwealth
72047,PR,Corozal Municipio,commonwealth
72049,PR,Culebra Municipio,commonwealth
72051,PR,Dorado Municipio,commonwealth
72053,PR,Fajardo Municipio,commonwealth
72054,PR,Florida Municipio,commonwealth
72055,PR,Guánica Municipio,commonwealth
72057,PR,Guayama Municipio,commonwealth
72059,PR,Guayanilla Municipio,commonwealth
72061,PR,Guaynabo Municipio,commonwealth
72063,PR,Gurabo Municipio,commonwealth
72065,PR,Hatillo Municipio,commonwealth
72067,PR,Hormigueros Municipio,commonwealth
72069,PR,Humacao Municipio,commonwealth
72071,PR,Isabela Municipio,commonwealth
72073,PR,Jayuya Municipio,commonwealth
72075,PR,Juana Díaz Municipio,commonwealth
72077,PR,Juncos Municipio,commonwealth
72079,PR,Lajas Municipio,commonwealth
72081,PR,Lares Municipio,commonwealth
72083,PR,Las Marías Municipio,commonwealth
72085,PR,Las Piedras Municipio,commonwealth
72087,PR,Loíza Municipio,commonwealth
72089,PR,Luquillo Municipio,commonwealth
72091,PR,Manatí Municipio,commonwealth
72093,PR,Maricao Municipio,commonwealth
72095,PR,Maunabo Municipio,commonwealth
72097,PR,Mayagüez Municipio,commonwealth
72099,PR,Moca Municipio,commonwealth
72101,PR,Morovis Municipio,commonwealth
72103,PR,Naguabo Municipio,commonwealth
72105,PR,Naranjito Municipio,commonwealth
72107,PR,Orocovis Municipio,commonwealth
72109,PR,Patillas Municipio,commonwealth
72111,PR,Peñuelas Municipio,commonwealth
72113,PR,Ponce Municipio,commonwealth
72115,PR,Quebradillas Municipio,commonwealth
72117,PR,Rincón Municipio,commonwealth
72119,PR,Río Grande Municipio,commonwealth
72121,PR,Sabana Grande Municipio,commonwealth
72123,PR,Salinas Municipio,commonwealth
72125,PR,San Germán Municipio,commonwealth
72127,PR,San Juan Municipio,commonwealth
72129,PR,San Lorenzo Municipio,commonwealth
72131,PR,San Sebastián Municipio,commonwealth
72133,PR,Santa Isabel Municipio,commonwealth
72135,PR,Toa Alta Municipio,commonwealth
72137,PR,Toa Baja Municipio,commonwealth
72139,PR,Trujillo Alto Municipio,commonwealth
72141,PR,Utuado Municipio,commonwealth
72143,PR,Vega Alta Municipio,commonwealth
72145,PR,Vega Baja Municipio,commonwealth
72147,PR,Vieques Municipio,commonwealth
72149,PR,Villalba Municipio,commonwealth
72151,PR,Yabucoa Municipio,commonwealth
72153,PR,Yauco Municipio,commonwealth
